timestamp,open,high,low,close,volume,FinalScore
2022-05-15 00:00:00,30024.00016666667,30097.69860691617,29998.069166666664,30024.696333333333,19.22199258966667,0.0
2022-05-15 01:00:00,29860.130695272,29925.339482718835,29841.317333333332,29864.365457663163,12.157929292,0.0
2022-05-15 02:00:00,29820.55516666667,29884.070716732167,29797.417833333333,29820.334128093666,11.238703890333333,0.0
2022-05-15 03:00:00,29683.897666666668,29740.727805581,29665.404833333334,29683.11671633433,13.495220120166666,0.0
2022-05-15 04:00:00,29644.826235210334,29694.995192839666,29621.92033333333,29644.194877729333,13.367379319666666,0.0
2022-05-15 05:00:00,29601.908,29661.495722490497,29583.081666666665,29604.939166666667,11.980528099833332,0.0
2022-05-15 06:00:00,29765.235,29826.485376780834,29747.268666666663,29769.705833333333,11.0158985855,0.0
2022-05-15 07:00:00,29860.013636033167,29922.864005926665,29839.379333333334,29861.1078974545,12.518438588166667,0.0
2022-05-15 08:00:00,29658.336166666664,29709.7860071485,29637.800166666668,29656.639333333336,13.337205710333334,0.0
2022-05-15 09:00:00,29636.495426811667,29693.473439969,29619.4035,29643.066166666667,11.665229008833334,0.0
2022-05-15 10:00:00,29668.20082042067,29722.911008500832,29648.612333333334,29669.962174526667,10.678507072,0.0
2022-05-15 11:00:00,29994.60166666667,30063.842545841497,29972.127,30001.5730454165,22.495399667333334,0.0
2022-05-15 12:00:00,30301.944166666664,30376.93187187367,30269.747,30305.557576998002,23.462962263166666,0.0
2022-05-15 13:00:00,30180.50616666667,30249.70643176817,30154.292666666668,30178.873,14.981845471333335,0.0
2022-05-15 14:00:00,29945.912333333334,29998.834674527832,29917.8515,29945.297389629166,16.426717771666667,0.0
2022-05-15 15:00:00,29949.817666666666,29998.5744175775,29926.2165,29950.174495523333,13.8309844035,0.0
2022-05-15 16:00:00,30067.66475436633,30125.372768815498,30044.851000000002,30071.360833333332,17.569596859833332,0.0
2022-05-15 17:00:00,30121.68516666667,30169.9115298365,30099.4165,30120.106666666667,14.889749672666666,0.0
2022-05-15 18:00:00,30086.856666666667,30139.01652816783,30066.11416666667,30093.459621460664,18.627726834666664,0.0
2022-05-15 19:00:00,30267.567,30322.302111948164,30247.417666666668,30268.7255,20.120131779833333,0.0
2022-05-15 20:00:00,30785.614398886835,30867.6565898655,30753.576333333334,30799.072185140165,53.063530676333336,0.0
2022-05-15 21:00:00,30941.864999999998,31004.661130588167,30919.370333333332,30944.977166666664,24.490033638666667,0.0
2022-05-15 22:00:00,31143.161333333333,31205.188985788333,31113.912666666667,31146.163078136167,29.509948145333333,0.0
2022-05-15 23:00:00,31122.584237288134,31175.86652805593,31104.94372881356,31127.398644067798,19.725194388474577,0.0
2022-05-16 00:00:00,31083.47890658033,31133.127315850168,31061.863166666666,31081.56878158467,25.399837685333335,0.0
2022-05-16 01:00:00,30839.871918120167,30884.32148357467,30811.313833333334,30836.688210350832,32.41857845183333,0.0
2022-05-16 02:00:00,30654.346666666665,30699.382725904445,30626.502222222225,30647.308888888892,28.25449444,593378.1936690361
